7,0.040983915329,-8.43216896057,-152.630218506,326.793426514,1017.13000488,18.0,
7,0.106695890427,-8.28057670593,-152.608596802,326.793426514,1017.16998291,18.0,
7,0.169292926788,-8.05186748505,-152.080383301,327.528808594,1017.13000488,18.0,
7,0.232908010483,-8.06853485107,-152.795715332,327.528808594,1017.15997314,17.8999996185,
7,0.293295860291,-7.75716400146,-152.580459595,327.030609131,1017.15997314,17.8999996185,
7,0.361490011215,-7.98070955276,-152.08972168,328.363952637,1017.11999512,17.8999996185,
7,0.422374010086,-8.48937892914,-151.913269043,326.668762207,1017.11999512,17.8999996185,
7,0.491510868073,-7.71592140198,-152.482620239,327.858093262,1017.13000488,17.8999996185,
7,0.552223920822,-7.74287462234,-152.378936768,325.113952637,1017.15002441,17.8999996185,
7,0.612660884857,-7.9956035614,-152.290939331,326.07019043,1017.09002686,17.8999996185,
7,0.673321008682,-7.76998949051,-152.274536133,326.188812256,1017.13000488,17.8999996185,
7,0.733543872833,-8.17718029022,-152.211181641,328.363952637,1017.10998535,17.8999996185,
7,0.794211864471,-8.06487941742,-151.771286011,327.291351318,1017.14001465,18.0,
7,0.857771873474,-7.98241615295,-152.596618652,326.668762207,1017.10998535,17.8999996185,
7,0.919465065002,-8.24978637695,-152.203063965,326.668762207,1017.13000488,17.8999996185,
7,0.981713056564,-8.23622703552,-152.509689331,328.134033203,1017.10998535,18.0000972748,
7,1.04257297516,-7.96904277802,-152.901275635,327.528808594,1017.14001465,18.0,
7,1.10316705704,-8.00860023499,-151.984298706,326.309936523,1017.15997314,18.0,
7,1.16393303871,-2.00591301918,-152.395172119,326.793426514,1017.13000488,17.8999996185,
7,1.22424793243,-8.20742034912,-152.613204956,326.793426514,1017.13000488,17.8999996185,
7,1.28489899635,-8.02365207672,-152.186019897,326.188812256,1017.17999268,17.8999996185,
7,1.34537291527,-7.86721372604,-152.160614014,326.553222656,1017.11999512,17.8999996185,
7,1.40573000908,-8.22097015381,-152.307815552,326.92074585,1017.09997559,17.8999996185,
7,1.46661400795,-7.95454740524,-152.69960022,326.92074585,1017.13000488,17.8999996185,
7,1.52958488464,-7.8118596077,-152.37197876,327.763214111,1017.11999512,18.0,
7,1.59048485756,-8.22097015381,-152.307815552,327.763214111,1017.11999512,18.0,
7,1.6517560482,-8.22097015381,-152.307815552,326.433685303,1017.10998535,17.8999996185,
7,1.71241784096,-8.02365207672,-152.186019897,328.041900635,1017.16998291,17.8999996185,
7,1.77490997314,-7.82470464706,-152.063598633,328.73626709,1017.13000488,18.0,
7,1.83637905121,-8.45978736877,-152.019012451,327.425933838,1017.10998535,17.8999996185,
7,1.89800906181,-7.79726552963,-152.169418335,327.159606934,1017.15002441,18.0,
7,1.96380805969,-8.11085987091,-152.381774902,326.92074585,1017.10998535,17.8999996185,
7,2.02578186989,-8.01045322418,-152.492919922,326.188812256,1017.10998535,18.0,
7,2.09177088737,-8.56547260284,-151.902664185,326.430297852,1017.11999512,17.8999996185,
7,2.15234589577,-7.88354110718,-152.202758789,326.430297852,1017.10998535,17.8999996185,
7,2.21255993843,-7.96772193909,-152.395172119,326.430297852,1017.09002686,17.8999996185,
7,2.27304387093,-8.02365207672,-152.186019897,327.528808594,1017.09997559,18.0,
7,2.33829784393,-8.01045322418,-152.492919922,327.159606934,1017.14001465,18.0,
7,2.39907002449,-8.41667175293,-152.428939819,327.994628906,1017.15997314,17.8999996185,
7,2.45987796783,-7.92541980743,-152.298446655,326.678771973,1017.15002441,18.0,
7,2.52112603188,-7.79882764816,-152.679367065,327.291351318,1017.17999268,18.0,
7,2.58324885368,-8.06703281403,-152.283370972,327.159606934,1017.14001465,18.0,
7,2.64392995834,-8.27877521515,-152.097625732,327.264770508,1017.11999512,18.0,
7,2.70417284966,-8.44607925415,-152.32510376,326.188812256,1017.13000488,9.0,
7,2.76457691193,-7.72854089737,-152.178131104,327.291351318,1017.11999512,18.0,
7,2.82479095459,-8.64076042175,-152.446472168,327.291351318,1017.17999268,18.0,
7,2.88497400284,-8.08025074005,-151.974014282,326.188812256,1017.13000488,17.8999996185,
7,2.94531488419,-8.22097015381,-152.307815552,326.188812256,1017.10998535,17.8999996185,
7,3.0057580471,-8.03865909576,-152.38848877,326.309936523,1017.20001221,18.0,
